109,109.14,105.26,104.39,102.51,100.63,99.743,97.804,96.807,96.931,89.779,90.975,91.822,91.417,88.889,84.95,82.698,82.755,81.808,78.834,76.88,72.869,68.847,65.845,63.865,55.692,54.727,54.793,52.79,51.304,49.228,47.242,42.8,41.015,43.82,49.412,61.303,82.03,92.535,111.1,124.34,129.32,137.89,140.17,141.39,143.67,148.07,153.54,157.96,160.27,165.77,182.99,184.27,187.69,190.05,199.89,201.19,204.64
110.75,110.89,111.03,111.16,106.2,104.29,103.39,101.47,100.48,99.545,98.675,94.055,92.834,91.534,90.596,89.174,86.048,85.1,84.157,82.178,80.196,77.165,73.083,68.991,66.982,63.92,56.654,55.672,55.435,52.064,49.465,48.267,44.954,42.352,45.311,52.33,68.374,83.563,93.564,112.21,127.08,133.39,142.59,145.63,150.09,152.41,157.97,162.46,168.04,170.39,185.71,188.09,190.47,192.87,203.94,204.18,207.68,212.28
117.66,114.7,112.78,112.92,113.06,110.08,109.18,107.24,106.33,105.41,103.45,101.49,100.62,97.602,92.433,91.481,91.591,90.649,87.594,85.588,85.693,82.62,78.479,74.327,72.292,69.186,65.008,62.952,57.068,56.304,51.543,50.859,48.304,49.176,51.637,62.215,78.477,96.229,105.49,121.99,136.49,143.78,157.59,170.07,163.35,165.72,171.38,179.23,188.19,188.42,191.93,195.45,201.18,206.92,210.46,215.12,216.48,221.16
123.68,120.68,119.78,116.78,114.82,114.96,115.1,112.07,110.1,109.17,107.19,105.19,104.26,103.32,102.38,93.967,93.013,93.128,92.17,89.064,87.024,86.055,82.929,78.717,76.654,73.504,69.264,67.181,62.69,54.769,51.188,51.403,51.637,53.099,54.121,66.732,84.823,104.94,114.96,132.72,147.1,153.77,168.25,178.95,176.15,173.2,184.01,190.89,193.34,194.68,198.25,209.64,209.88,213.48,217.09,221.83,224.33,225.72
129.83,126.79,125.88,122.84,119.78,116.72,116.86,117.01,115,114.07,112.06,110.04,108.01,107.07,105.03,104.08,95.522,95.639,94.669,93.695,91.628,88.464,86.385,82.111,81.115,76.824,75.43,69.802,61.193,55.764,53.683,54.051,57.701,64.902,68.154,77.995,94.99,115.42,126.43,146.23,162.16,169.34,182.39,191.52,187.44,189.18,193.58,194.94,199.68,201.05,212.59,213.98,216.5,220.15,224.96,228.63,228.9,230.31
137.18,136.27,134.28,131.19,128.1,125,124.07,120.95,118.92,119.07,119.21,116.08,114.03,113.07,111.01,108.95,106.88,105.91,101.62,97.319,96.331,95.293,92.062,88.905,86.788,76.743,68.656,62.454,58.152,58.21,62.342,65.128,78.36,90.97,93.392,99.762,116.17,136.19,145.29,162.04,178.35,186.87,195.83,198.03,202.77,203.32,203.64,204.71,215.29,215.54,219.24,222.95,225.51,231.54,232.96,233.23,233.51,236.1
139.22,139.39,139.57,137.54,135.51,132.37,130.33,127.17,124.01,123.05,120.98,121.13,119.06,118.09,116.01,113.92,111.82,110.84,108.73,105.5,100.01,97.819,95.484,91.333,85.548,71.573,60.941,60.38,60.86,67.509,76.337,80.903,96.215,109.68,112.44,121.63,138.72,154.2,159.13,168.49,180.8,188.49,198.91,204.58,211.34,213.56,217.56,219.26,220.17,222.23,225.99,230.92,234.7,236.14,236.42,239.04,240.49,243.12
141.26,141.43,141.61,141.79,141.96,138.78,136.71,133.52,130.31,129.35,126.13,122.91,123.06,123.21,119.97,118.98,116.81,115.79,113.67,111.42,110.04,104.84,99.148,87.704,79.442,65.546,62.061,63.266,74.407,84.418,94.759,99.711,115.18,128.18,130.68,139.17,159.46,167.79,167.89,172.77,183.75,190.26,201.3,212.06,219.46,222.94,230.59,234.25,232.79,231.05,234.02,237.85,239.31,240.78,243.44,244.91,246.39,249.06
144.42,143.47,143.65,143.83,144.01,144.19,144.37,143.41,140.17,138.06,134.81,131.54,129.41,127.28,125.14,125.29,123.15,122.15,119.99,117.78,116.8,111.28,94.746,83.861,77.537,66.094,65.825,77.095,92.442,107.02,120.39,125.96,141.49,153.05,154.66,154.79,163.78,173.17,176.44,183.91,194.2,200.1,211.58,219.88,229.76,233.5,239.71,244.57,247.1,247.76,245.2,244.88,246.37,249.07,251.77,254.48,255.98,262.33
149.91,148.95,147.99,147.02,146.06,146.24,146.42,146.6,146.79,145.81,142.51,139.21,135.9,133.74,130.41,127.07,127.23,126.22,124.03,121.84,118.42,109.38,90.31,82.718,78.155,67.151,67.231,74.931,93.285,112.22,130.33,137.12,152.4,162.08,163.27,162.33,166.1,176.2,181.62,191.88,202.03,207.35,218,225.18,233.66,237.2,243.66,249.55,253.83,255.6,254.89,254.64,253.53,256.27,259.01,262.98,265.74,266.05
160.13,154.52,154.71,152.58,151.6,149.46,148.47,148.66,148.84,149.03,149.21,145.87,142.51,141.51,138.14,134.77,131.38,129.17,128.14,120.86,116.91,106.65,86.445,79.168,74.818,68.212,68.24,74.366,92.131,112.82,133.49,141.88,157.52,165.99,166.58,166.59,170.1,177.9,183.16,193.81,204.92,210.7,221.03,227.73,236.53,240.16,247.48,254.4,259.21,259.87,260.17,260.55,262.01,262.33,266.36,269.15,269.47,271.02
163.52,163.72,162.75,162.95,163.15,157.44,157.64,155.46,154.46,153.47,151.27,151.46,151.65,150.64,147.23,143.82,140.4,139.37,136.38,130.2,124.23,111.09,86.692,72.219,69.095,69.179,73.313,79.896,97.998,117.87,137.52,145.16,161.05,169.24,169.92,170.93,173.85,177.47,180.48,187.75,197.44,202.94,212.55,218.61,230.3,234.17,240.99,247.17,252.85,255.72,256.27,259.71,263.76,270.24,273.81,275.38,275.71,276.03
166.94,165.95,166.16,166.37,165.38,165.59,165.79,162.39,160.18,159.17,158.16,155.94,154.93,153.92,154.03,150.66,147.2,149.81,148.02,135.52,126.29,109.21,83.264,71.71,70.031,70.202,81.641,89.697,112.61,136.05,148.66,152.5,161.53,169.5,172.05,175.68,178.27,179.74,180.75,181.36,186.39,190.11,197.87,203.58,218.33,221.64,227.28,233.36,242.61,248.57,252.93,256.04,261.04,270.19,278.49,279.14,279.47,279.79
169.18,169.4,169.61,168.61,168.82,169.03,168.02,168.23,168.44,166.2,165.19,162.94,161.83,160.87,158.66,157.49,156.68,158.2,154.21,138.87,129.16,111.81,86.861,75.196,71.901,72.585,84.932,93.537,116.18,136.98,150.2,153.71,162.43,172.19,176.4,178.16,181.87,184.62,184.88,186.08,189.82,192.87,201.79,209.82,220.58,222.99,227.08,230.67,237.34,242.42,251.17,257.37,263.15,272.47,281.28,282.89,283.22,283.56
172.65,172.87,173.09,172.07,172.29,172.5,171.48,171.7,171.91,170.89,171.1,171.15,169.74,169.02,167.63,167.63,171.65,170.41,161.38,145.34,136.4,120.8,96.848,84.499,73.787,74.508,80.513,85.672,101.01,121.46,137.44,142.84,156.58,168.86,172.79,174.79,179.33,184.66,187.11,191.69,197.88,202.26,215,222.14,229.98,229.87,230.23,230.94,233.31,235.49,243.62,254.1,261.19,272.63,282.09,286.65,286.98,287.32
176.15,176.38,175.35,175.57,175.79,174.76,174.98,175.2,174.16,174.38,174.52,173.72,173.63,173.55,173.77,176.71,182.18,178.76,166.69,151.3,143.11,128.1,101.36,88.715,83.279,76.822,79.072,82.86,93.089,109.79,128.62,135.67,152.3,165.7,169.54,174.61,180.21,185.04,187.58,193.05,201.53,207.23,220.61,226.12,232.82,233.27,233.84,235.3,237.46,238.99,246.02,256.36,262.67,272.93,281.81,289.74,290.73,291.08
179.69,178.66,178.88,179.1,178.06,178.29,178.51,177.46,177.68,177.88,176.97,176.99,176.71,176.92,180.35,187.9,190.05,187.83,172.7,156.83,149.22,135.42,107.33,94.06,88.262,79.934,80.583,83.869,92.36,103.6,121.81,129.57,147.49,161.92,166.21,174.29,181.88,186.84,189.17,194.15,201.5,206.03,217.83,223.46,233.39,234.34,237.04,240.62,243.85,245.49,249.7,258.18,263.53,271.67,279.92,288.38,291.71,294.84
181.98,182.21,182.44,182.67,181.61,181.84,182.07,181.01,181.23,181.25,180.64,180.43,180.5,182.26,190.12,193.11,193.4,193.57,183.25,165.92,157.94,146.3,122.73,108.72,100.92,87.755,83.444,84.543,92.518,100.45,112.5,119.95,139.54,156.14,160.66,170.97,178.74,183.95,187.4,194.41,201.21,204.37,208.85,214.21,231.22,233.51,236.66,241.6,249.25,252.88,255.05,259.3,262.61,267.53,274.27,282.69,286.14,292.59
185.56,184.51,184.74,184.97,185.2,184.13,184.36,184.59,183.81,183.95,183.88,183.83,185.85,189.17,194.95,195.61,195.85,196.1,195.67,179.16,171.04,158.86,135.7,120.29,111.8,96.204,87.712,86.592,91.943,101.05,114.16,121.94,141.12,153.83,155.5,163.85,171.5,177.79,182.47,191.5,200.46,205.02,210.04,215.03,233.93,235.57,237.72,242.03,250.39,255.12,258.24,262.35,265.03,268.91,274.37,281.68,284.97,292.7
190.48,189.41,189.65,188.58,187.5,187.74,187.97,188.06,187.18,187.26,186.94,187.71,192.27,195.69,197.74,198.02,198.26,198.51,198.56,188.23,180.09,166.04,143.31,127.62,119.59,103.52,91.942,89.005,91.893,99.792,115.07,124.13,141.92,151.82,153.25,159.76,166.84,175.85,182.4,194.07,204.21,209.18,214.33,218.5,235.41,237.14,239.62,243.48,250.95,255.75,260.96,265.67,267.93,271.89,278.08,285.48,288.75,297.63
195.46,195.71,194.63,193.55,193.79,192.7,192.83,191.7,191.09,190.96,190.45,192.51,195.41,195.91,197.7,197,191.2,187.45,180.72,173.24,168.71,159.51,141.41,128.54,120.13,104.49,94.347,92.014,93.808,102.42,122.56,129.58,142.39,150.5,152.79,159.44,168.17,180.38,186.53,197.59,205.25,207.88,211.65,221.62,231.39,230.53,231.04,235.64,243.43,248.47,263.99,275.23,278.64,283.47,292.4,301.82,304.08,308.48
200.51,199.42,199.67,198.58,197.49,197.66,196.82,196.35,195.37,195.1,196.12,197.12,190.5,184.86,190.26,189.34,180.14,175.71,168.75,162.89,159.54,152.48,136.61,126.63,118.29,103.26,94.981,93.915,97.778,112,132.81,138.82,150.38,157.82,159.73,165.48,173.57,184.98,188.54,193.35,196.95,198.86,206.61,219.16,231.39,231.61,233.11,237.85,246.52,252.18,267.62,281.75,285.72,291.88,301.46,310.97,311.83,312.22
197.5,201.82,204.78,203.68,202.59,201.82,201.67,200.73,199.4,199.76,203.94,203.61,188.97,181.22,183,179.65,169.5,165.29,158.56,153.92,151.78,147.1,131.01,123.27,116.05,103.59,97.483,96.666,103.83,122.99,142.42,147.05,156.19,162.7,164.95,170.83,178.13,186.89,188.21,190,193.6,196.89,206.72,218.91,232.28,235.12,238.97,243.53,252.85,259.77,275.61,288.8,291.67,297.87,308.79,315.23,315.6,315.97
195.74,197.36,198.97,203.33,206.08,207.01,207.01,205.06,203.21,206.03,210.38,210.54,205.73,200.41,181.3,162.5,158.98,156.78,153.19,149.42,147.09,140.77,122.03,117.84,114.9,107.36,101.99,101.72,110.4,123.34,138.76,144.25,153.77,159.33,160.9,166.65,175.95,179.64,180.85,185.96,192.44,195.4,206.8,222.23,238.06,240.68,244.74,248.68,261.7,272.57,292.7,301.51,302.09,304.1,311.55,318.97,319.34,319.71
196.65,198.28,198.53,201.43,203.92,206.93,208.02,207.24,208.55,210.54,212.67,212.93,203.93,198.11,185.54,167.47,160.86,159.55,156.44,150.46,146.42,136.21,123.53,120.14,116.92,109.72,107.14,108.6,118.9,128.56,134.43,138.83,150.17,157.69,158.77,165.99,176.56,183.99,186.59,192.16,197.87,200.66,206.99,218.89,236.68,238.37,241.41,247.9,262.75,273.47,293.19,302.22,302.91,305.82,313.45,321.22,321.6,323.46
197.52,199.17,199.44,200.92,202.56,205.43,206.63,208.95,212.88,212.8,213.46,202.04,186.98,181.2,181.4,170.86,160.52,160.1,158.17,152,148.12,140.28,122.64,123.27,119.54,115.37,119.37,123.95,132.97,142.01,143.66,144.92,148.02,153.92,157.85,171.6,182.71,189.88,193.16,200.07,207.09,210.29,214.36,221.67,236.41,239.17,242.56,248.26,262.89,272.47,287.91,296.86,300.07,303.26,311.1,317.45,322.32,325.7
196.95,200.03,200.31,201.83,203.17,203.92,204.79,211.96,216.58,216.45,192.64,192.88,176.53,168.31,163.04,166.94,159.03,157.75,155.22,150.39,146.83,145.47,122.3,120.99,121.14,122.16,134.09,141.5,151.37,155.78,154.39,154.9,154.08,154.54,156.95,170.56,184.47,193.47,196.87,204.89,213.62,217.36,222.91,230.89,241.75,245.59,251.34,257.56,269.04,276.7,288.11,297.91,301.85,305.23,307.1,315.03,318.43,326.4
196.31,197.99,199.61,201.22,202.98,205.24,207.43,208.75,202.02,198.21,193.08,185.5,171.82,165.8,157.43,153.34,147.21,144.92,141.44,136.22,132.23,130.73,123.83,129,131.58,138.87,150.57,157.67,168.69,169.47,166.87,167.87,170.98,172.84,172.91,174.7,180.53,187.91,192.55,203.6,214.72,219.9,231.94,247.1,262,265.63,270.87,274.93,279.21,283.24,292.37,297.28,300.68,305.62,309.04,310.94,311.3,319.34
197.06,198.75,199.04,200.79,202.97,208.64,210.16,209.31,193.45,186.29,182.1,182.31,175.45,171.64,158.71,147.03,129.99,129.93,130.39,131.14,131.15,131.16,132.51,142.45,147.78,156.96,165.01,169.23,176.61,176.72,176.11,177.3,183.59,188.61,188.51,186.07,186.65,189,192.23,202.55,215.04,221.51,236.94,253.49,269.74,273.76,278.4,280.78,285.63,287.62,292.56,297.53,299.42,304.41,309.41,314.42,314.78,315.15
197.77,199.49,199.74,201.42,205.47,209.37,210.9,205.5,188.44,180.21,170.38,172.15,172.01,168.9,154.47,142.59,134.92,133.04,132.58,131.99,132,132.13,144.56,152.96,160.05,172.09,179.42,181.78,184.47,184.39,184.8,185.75,192.62,198.59,198.96,197.96,197.06,196.92,197.81,203.37,215.08,222.59,238.69,253.71,269.67,274.09,279.48,280.89,285.7,287.67,292.68,297.7,299.61,304.65,309.7,314.76,318.27,318.64
196.96,198.71,198.96,199.04,198,194.18,191.63,180.14,167.07,156.6,152.92,150.34,146.71,146.22,143.64,142.38,145.62,144.07,140.57,140.1,141.01,147.98,167.46,172.72,177.05,186.67,194.22,196.7,198.32,198.89,199.06,199.31,202.48,204.11,204.54,205.11,205.95,207.08,207.49,210.54,223.2,232.69,250.83,263.61,270.71,274.16,277.24,280.83,285.62,286.16,289.6,294.66,298.16,301.67,306.77,311.88,313.83,322.13
196.12,197.86,196.61,193.75,185.2,175.48,171.21,161.8,154.09,152.85,152.16,151.21,150.28,148.06,146.23,161.64,165.72,164.94,164.12,163.23,162.48,162.68,178.66,189.04,193.6,202.31,208.62,210.62,211.39,211.19,209.94,210.24,211.54,213.17,214.23,216.33,218.76,221.79,223.42,227.67,240.16,249.93,266.1,269.51,270.57,273.18,278.27,282.16,285.69,287.64,289.55,294.66,296.6,301.74,306.89,312.05,314.02,319.2
195.19,196.37,192.68,187.1,174.51,162.79,158.34,155.78,156.08,154.9,154.28,160.4,168.99,172.54,167.67,173.34,181.89,184.95,188.56,187.87,186.57,182.37,184.62,196.38,203.71,216.73,223.46,224.46,222.9,221.5,220.28,221.39,224.49,228.07,230.11,234.11,238.46,243.34,246.14,252.04,260.11,264.69,270.07,269.5,270.85,273.15,277.21,282.2,287.09,289.08,292.64,294.6,296.56,301.75,306.95,310.54,314.14,319.38
194.2,191.74,188.06,176.56,166.36,163.11,163.93,170.26,171.7,173.1,179.34,187.34,192.65,196.2,195.09,194.74,202.92,207.97,215.45,218.08,218.23,213.53,202.94,208.74,215.42,229.02,237.93,239.5,237.4,237.9,240.97,243.1,247.21,251.39,253.67,258.05,262.62,267.28,269.57,272.69,271.38,270.71,270.48,270.8,271.59,272.68,275,280.31,286.89,288.9,292.49,296.09,296.44,298.42,303.67,308.93,310.93,316.21
193.14,187.66,182.37,172.69,168.67,173.85,178.97,192.25,197.05,195.19,193.21,193.92,201.54,205.52,205.76,204.49,211.1,217.6,228.82,234.69,235.9,231.06,218,222.6,228.55,239.57,246.68,248.35,249.09,252.57,256.01,257.85,261.33,265.04,267.02,269.65,270.82,271.95,272.2,271.8,272.06,272.7,273.25,273.58,273.93,274.32,276.08,279.79,286.53,288.69,293.92,297.55,299.55,299.9,303.55,308.87,310.88,316.21
188.21,183,179.92,177.53,182.8,195.89,204.16,218.18,221.01,219,209.04,200.8,201.43,202.72,206.56,208.36,218.7,227.13,242.48,252.17,254.93,252.94,240.4,242.4,247.39,255.82,260.28,261.54,263.54,265.98,268.48,270.07,273.31,276.34,277.03,272.59,265.73,267.98,270.08,272.28,274.4,275.44,276.08,276.42,276.75,277.08,277.55,279.52,283.05,286.71,293.65,298.98,301,303.01,303.37,307.06,310.77,316.15
184.54,184.76,189.12,199.11,212.9,229.48,238.08,245.76,243.85,242.12,234.23,219.27,201.73,201.98,202.22,215.85,235.01,243.7,259.8,271.71,276.19,278.78,275.43,275.93,277.1,278.15,277.19,277.29,278.2,280.25,283.15,284.79,285.93,281.97,277.65,264.46,262.52,271.2,273.48,275.12,277.42,278.39,278.92,279.26,279.59,279.92,280.25,280.59,282.58,284.6,288.29,298.7,300.73,304.44,306.49,306.85,307.21,312.64
194.51,197.52,203.69,218.74,235.36,249.59,255.92,259.9,255.05,252.13,247.22,236.17,213.2,200.74,204.28,226.37,238.74,244.95,257.13,270.42,277.48,285.36,286.13,285.96,285.91,284.92,284.37,285.14,287.35,290.24,292.81,293.34,288.86,278.74,273.92,266.9,270.39,275.94,276.97,278.31,280.76,281.37,281.76,282.1,282.43,282.77,283.1,283.44,283.77,284.11,287.83,298.34,300.39,305.84,309.6,309.97,310.33,312.4
220.06,219.73,223.79,236.93,253.61,264.49,268.02,268.92,263.96,261.21,253.14,240.14,218.7,206.08,210.01,228.07,231.48,234.7,239.87,259.78,272.69,287.46,289.05,289.15,289.48,290.27,292.28,293.93,297.13,298.62,296.49,294.44,286.99,280.07,277.85,274.75,276.33,279.21,279.86,281.13,283.78,284.25,284.6,284.94,285.27,285.61,285.95,286.29,286.63,286.97,289.02,292.78,301.7,305.49,311,313.09,313.45,313.82
259.02,260.92,264.01,272.21,281.65,286.88,288.09,286.57,279.32,273.58,250.41,225.84,212.41,205.63,216.95,235.76,249.93,251.97,255.46,267.12,277.12,291.78,293.37,295.67,297.67,301.46,305.29,306.9,307.14,299.96,290.44,287.73,284.92,284.28,284.39,284.1,283.31,282.58,282.72,283.68,286.71,287.09,287.43,287.78,288.12,288.46,288.8,289.14,289.49,289.83,290.17,290.51,292.59,305.06,310.63,314.47,316.58,316.95
281.69,288.06,292.42,299.79,304.94,306.14,305.68,299.06,285.76,277.85,247.2,217.99,212.24,211.72,225.49,241.05,259.78,265.74,274.39,285.09,292.07,299.05,299.2,304.15,307.11,311.96,313.11,311.69,306.75,300.48,295.07,293.15,289.31,287.53,287.59,287.81,287.95,286.22,285.66,287.53,289.57,289.92,290.27,290.61,290.96,291.31,291.65,292,292.34,292.69,293.03,293.38,293.72,297.57,310.19,315.82,317.94,320.07
302.07,312.26,317.84,325.26,327.18,323.45,319.96,303.33,283.32,274.81,249.39,226.06,221.32,223.24,235.78,248.62,267.46,274.97,288.73,301.17,306.21,307.53,308.33,315.09,318.06,320.56,315.29,311.84,307.24,304.88,302.95,301.91,297.69,292.18,291.02,290.7,291,290.82,288.66,291.84,292.41,292.76,293.1,293.45,293.8,294.15,294.5,294.85,295.2,295.55,295.9,296.24,296.59,296.94,300.83,315.36,317.5,323.2
324.8,337.05,338.53,339.12,339.72,339.88,337.22,305.45,278.65,266.44,252.14,255.3,249.79,249.68,255.24,266.05,283.14,288.85,301.22,313.81,318.54,320.3,325.99,326.52,322.98,317.88,315.14,314.43,313.21,312.2,311.31,311.03,309.82,307.44,305.45,297.15,293.86,294.17,294.39,294.83,295.24,295.59,295.94,296.29,296.64,297,297.35,297.7,298.05,298.41,298.76,299.11,299.46,299.82,300.17,304.1,316.99,322.74
330,339.01,340.56,341.93,342.85,340.22,326.95,288.53,263.84,260.45,272.79,286.99,288.04,287.16,289.4,296.13,305.58,309.88,320.74,330.88,333.8,334.4,333.15,327.8,324.87,321.64,320.17,319.87,318.92,317.99,317.03,316.61,315.98,314.93,314.82,313.52,298.21,297,297.35,297.71,298.06,298.42,298.78,299.13,299.49,299.84,300.2,300.55,300.91,301.27,301.62,301.98,302.33,302.69,303.04,303.4,303.76,322.21
335.99,338.11,343.24,344.89,346.09,328.13,315.41,285.63,268.29,269.11,285,307.59,315.51,317.47,316.82,318.07,323.08,327.82,338.17,344.98,346.84,345.2,341.41,337.53,335.81,331.2,326.75,325.51,324.4,323.73,323.19,322.72,321.54,321.12,320.21,318.82,318.99,317.48,300.24,300.53,300.89,301.25,301.61,301.97,302.33,302.69,303.05,303.41,303.77,304.12,304.48,304.84,305.2,305.56,305.92,306.28,306.64,307
340.87,342.9,344.98,346.65,339.84,321.09,306.11,288.59,294,297.79,315.22,337.34,347.98,350.6,351.73,351.17,353.34,356.95,358.97,359.5,359.6,355.49,351.27,350.27,350.23,348.02,344.87,342.83,337.64,329,328.68,329.04,329.36,328.12,328.44,327.06,325.66,324.25,324.64,323.22,303.72,304.08,304.45,304.81,305.17,305.53,305.9,306.26,306.62,306.98,307.35,307.71,308.07,308.43,308.8,309.16,309.52,309.88
345.78,347.54,349.26,349.59,328.57,310.36,306.19,301.93,320.08,325.68,342.86,359.01,359.78,360.24,360.69,361.14,361.58,362.02,362.47,362.91,363.35,363.43,359.22,355.82,354.87,354.76,354.85,354.74,352.06,346.67,333.51,332.81,332.54,332.94,333.34,333.74,332.33,330.91,329.48,329.88,328.45,306.92,307.28,307.65,308.01,308.38,308.75,309.11,309.48,309.84,310.21,310.57,310.94,311.31,311.67,312.04,312.4,312.77
350.73,352.92,353.64,352.16,324.94,309.3,309.78,319.81,343.13,349.98,362.12,362.66,363.12,363.57,364.02,364.47,364.92,365.36,365.81,366.26,366.71,367.16,367.34,364.18,361.56,358.41,358.53,358.97,359.39,359.64,356.6,355.21,335.7,336.01,336.42,336.82,337.23,337.63,336.2,334.76,333.32,333.72,310.12,310.49,310.86,311.23,311.59,311.96,312.33,312.7,313.07,313.44,313.81,314.18,314.55,314.92,315.29,315.66
338.01,338.43,338.86,333.67,323.55,318.31,318.95,342.93,364.61,365.06,365.54,365.99,366.44,366.9,367.35,367.8,368.25,368.71,369.16,369.61,370.06,370.52,370.97,371.42,371.79,368.6,363.64,362.3,362.69,363.13,363.57,364.01,364.45,363.04,361.64,358.38,340.31,340.72,341.13,341.53,341.94,342.35,340.9,313.33,313.7,314.07,314.44,314.82,315.19,315.56,315.93,316.31,316.68,317.05,317.42,317.8,318.17,318.54
341.07,341.5,340.14,338.77,333.39,323.51,322.05,346.18,367.94,368.39,368.85,369.31,369.76,370.22,370.68,371.13,371.59,372.05,372.02,371.14,370.65,369.07,367.82,367.65,368.34,370.43,369.71,367.69,365.91,366.42,366.86,367.31,367.75,368.19,368.64,369.08,367.66,343.81,344.22,344.63,345.04,345.45,345.86,346.28,316.54,316.92,317.29,317.67,318.05,318.42,318.8,319.17,319.55,319.92,320.3,320.68,321.05,321.43
